LB,ObjCoeff,Dual,y_lp_sum,RC,ylp,yint
55914.4,721.00,0.00,0.06,0.00,0.06,0
55914.4,6005.00,0.00,0.00,0.00,0.00,0
55914.4,1081.00,-19.11,0.00,0.00,0.00,0
55914.4,3243.00,-0.09,0.00,0.00,0.00,0
55914.4,2943.00,0.00,0.12,0.00,0.06,1
55914.4,5405.00,-6388.56,0.00,792.83,0.00,0
55914.4,4324.00,-2199.64,0.00,3817.95,0.00,0
55914.4,4804.00,-3141.28,0.00,1805.00,0.00,0
55914.4,6005.00,-1993.32,0.00,4097.58,0.00,0
55914.4,1261.00,-1407.54,1.00,0.00,1.00,1
55914.4,5405.00,-1726.43,0.00,0.00,0.00,0
55914.4,5285.00,-1156.70,0.00,3606.40,0.00,0
55914.4,5825.00,-2951.27,0.00,2683.98,0.00,0
55914.4,6005.00,-376.06,0.00,4319.37,0.00,0
55914.4,3063.00,0.00,0.00,0.00,0.00,0
55914.4,3964.00,-16.35,0.00,0.00,0.00,0
55914.4,901.00,-12.76,0.00,0.00,0.00,0
55914.4,1742.00,-2283.52,0.00,0.00,0.00,1
55914.4,6005.00,-102.36,0.00,2519.76,0.00,0
55914.4,2883.00,0.00,0.00,2080.29,0.00,0
55914.4,5765.00,-7353.11,0.00,477.16,0.00,0
55914.4,901.00,0.00,1.00,0.00,1.00,1
55914.4,3603.00,-4616.69,0.00,960.45,0.00,0
55914.4,6005.00,0.00,0.00,6005.00,0.00,0
55914.4,3423.00,-4723.90,0.00,0.00,0.00,0
55914.4,3603.00,-3521.84,0.00,1470.63,0.00,0
55914.4,2582.00,-6366.49,1.00,0.00,1.00,1
55914.4,3423.00,-4600.94,0.00,0.00,0.00,0
55914.4,2282.00,0.00,0.88,0.00,0.94,0
55914.4,2883.00,-2660.92,0.00,1950.77,0.00,0
55914.4,2462.00,-1613.47,0.00,2018.15,0.00,0
55914.4,6005.00,0.00,0.00,0.00,0.00,0
55914.4,3003.00,-1742.14,1.00,0.00,1.00,1
55914.4,4924.00,-2261.72,0.00,3055.80,0.00,0
55914.4,2162.00,-3704.24,0.99,0.00,1.00,1
55914.4,4084.00,-2112.35,0.00,2327.24,0.00,0
55914.4,6005.00,0.00,0.00,6003.69,0.00,0
55914.4,3783.00,-3115.28,0.01,0.00,0.00,1
55914.4,5405.00,-10.66,0.00,2735.22,0.00,0
55914.4,1982.00,-1824.67,0.99,0.00,1.00,0
55470.2,6005.00,0.00,0.00,0.00,0.00,0
55470.2,2462.00,0.00,0.00,0.00,0.00,0
55470.2,3783.00,0.00,0.00,0.00,0.00,0
55470.2,3723.00,-2737.93,0.00,0.00,0.00,0
55470.2,2462.00,-3145.94,1.00,-1591.50,1.00,1
55470.2,4144.00,0.00,0.00,0.00,0.00,0
55470.2,4204.00,0.00,0.00,0.00,0.00,0
55470.2,5164.00,0.00,0.00,0.00,0.00,0
55470.2,781.00,0.00,0.00,0.00,0.00,0
55470.2,6005.00,0.00,0.00,0.00,0.00,0
55470.2,4444.00,-4403.50,0.01,0.00,0.00,0
55470.2,3423.00,0.00,0.00,0.00,0.00,0
55470.2,1802.00,0.00,0.99,0.00,1.00,1
55470.2,3663.00,-684.29,0.97,0.00,1.00,1
55470.2,5164.00,0.00,0.00,0.00,0.00,0
55470.2,6005.00,-1112.10,0.00,5089.09,0.00,0
55470.2,5585.00,-2908.97,0.00,3325.82,0.00,0
55470.2,1442.00,-1723.75,0.99,0.00,1.00,1
55470.2,2402.00,-2956.96,0.01,0.00,0.00,0
55470.2,5225.00,-57.12,0.00,4212.24,0.00,0
55470.2,721.00,0.00,0.01,0.00,0.00,0
55470.2,6005.00,0.00,0.00,0.00,0.00,0
55470.2,1081.00,0.00,0.00,0.00,0.00,0
55470.2,3243.00,0.00,0.00,0.00,0.00,0
55470.2,2943.00,0.00,0.01,0.00,0.00,0
55470.2,5405.00,-2842.53,0.00,851.30,0.00,0
55470.2,4324.00,0.00,0.00,3906.25,0.00,0
55470.2,4804.00,-1583.08,0.00,2906.50,0.00,0
55470.2,6005.00,-2129.03,0.00,4840.66,0.00,0
55470.2,1261.00,-2227.30,0.98,0.00,1.00,1
55470.2,5405.00,-2028.42,0.02,0.00,0.00,0
55470.2,5285.00,-1079.38,0.00,4153.10,0.00,0
55470.2,5825.00,-3199.58,0.00,2977.53,0.00,0
55470.2,6005.00,-54.76,0.00,3661.56,0.00,0
55470.2,3063.00,0.00,0.00,0.00,0.00,0
55470.2,3964.00,0.00,0.00,0.00,0.00,0
55470.2,901.00,0.00,0.01,0.00,0.00,0
55470.2,1742.00,0.00,0.01,0.00,0.00,0
55470.2,6005.00,0.00,0.00,0.00,0.00,0
55470.2,2883.00,0.00,0.00,0.00,0.00,0
55470.2,5765.00,-3404.06,0.00,336.28,0.00,0
55470.2,901.00,0.00,1.00,0.00,1.00,1
55470.2,3603.00,-204.24,0.00,1006.13,0.00,0
55470.2,6005.00,0.00,0.00,0.00,0.00,0
55470.2,3423.00,-955.23,0.00,0.00,0.00,0
55470.2,3603.00,0.00,0.00,0.00,0.00,0
55470.2,2582.00,-2353.75,1.00,0.00,1.00,1
55470.2,3423.00,-1670.47,0.00,2056.36,0.00,0
55470.2,2282.00,0.00,0.00,0.00,0.00,0
55470.2,2883.00,0.00,0.00,0.00,0.00,0
55470.2,2462.00,0.00,0.00,0.00,0.00,0
55470.2,6005.00,0.00,0.00,0.00,0.00,0
55470.2,3003.00,-1799.81,1.00,0.00,1.00,1
55470.2,4924.00,-243.57,0.00,3963.34,0.00,0
55470.2,2162.00,-32.61,0.99,0.00,1.00,1
55470.2,4084.00,0.00,0.00,0.00,0.00,0
55470.2,6005.00,0.00,0.00,0.00,0.00,0
55470.2,3783.00,-5357.76,1.00,-174.41,1.00,1
55470.2,5405.00,0.00,0.00,0.00,0.00,0
55470.2,1982.00,-2464.13,0.98,0.00,1.00,1
44069.3,3003.00,-499.88,0.00,1910.25,0.00,0
44069.3,1231.00,-232.64,0.00,474.69,0.00,0
44069.3,1892.00,-120.26,0.00,0.00,0.00,0
44069.3,1862.00,-111.17,0.13,0.00,0.13,0
44069.3,1231.00,-4477.78,1.00,-2271.68,1.00,1
44069.3,2072.00,-280.44,0.00,1034.87,0.00,0
44069.3,2102.00,-505.63,0.00,0.00,0.00,0
44069.3,2582.00,-150.72,0.00,1266.97,0.00,0
44069.3,391.00,-0.03,0.87,0.00,0.87,1
44069.3,3003.00,-708.51,0.00,2435.07,0.00,0
44069.3,2222.00,-88.59,1.00,0.00,1.00,1
44069.3,1712.00,-1042.82,0.00,472.83,0.00,0
44069.3,901.00,-1256.12,0.97,0.00,0.98,1
44069.3,1832.00,-861.04,0.00,957.36,0.00,0
44069.3,2582.00,-719.43,0.00,0.00,0.00,0
44069.3,3003.00,-1350.54,0.00,0.00,0.00,0
44069.3,2793.00,-3886.37,0.13,0.00,0.13,0
44069.3,721.00,-317.24,0.00,0.00,0.00,0
44069.3,1201.00,-1576.02,0.87,0.00,0.87,1
44069.3,2613.00,-1582.20,0.00,946.82,0.00,0
44069.3,361.00,-57.93,0.00,0.00,0.00,0
44069.3,3003.00,-466.43,0.00,1924.71,0.00,0
44069.3,541.00,-272.19,0.00,0.00,0.00,1
44069.3,1622.00,-406.74,0.00,1083.74,0.00,0
44069.3,1472.00,-1548.48,0.03,0.00,0.02,0
44069.3,2703.00,-2224.67,0.00,0.00,0.00,0
44069.3,2162.00,-246.98,0.00,1921.02,0.00,0
44069.3,2402.00,-1867.36,0.00,525.36,0.00,0
44069.3,3003.00,-1416.01,0.00,465.94,0.00,0
44069.3,631.00,-412.91,0.97,0.00,0.98,1
44069.3,2703.00,-1607.33,0.97,0.00,0.98,1
44069.3,2643.00,-1113.45,0.00,0.00,0.00,0
44069.3,2913.00,-1547.66,0.03,0.00,0.02,0
44069.3,3003.00,-280.90,0.00,1540.55,0.00,0
44069.3,1532.00,-14.48,0.00,1203.90,0.00,0
44069.3,1982.00,-159.16,0.00,636.78,0.00,0
44069.3,451.00,-769.50,0.13,0.00,0.13,0
44069.3,871.00,-606.60,0.87,0.00,0.87,1
44069.3,3003.00,-98.37,0.00,2223.28,0.00,0
44069.3,1442.00,-38.28,0.00,754.74,0.00,0
44069.3,2883.00,-2891.85,0.16,0.00,0.16,0
44069.3,451.00,-432.56,0.87,0.00,0.87,1
44069.3,1802.00,-580.14,0.00,1131.68,0.00,0
44069.3,3003.00,-77.98,0.00,0.00,0.00,0
44069.3,1712.00,-1491.22,0.13,0.00,0.13,0
44069.3,1802.00,-756.00,0.00,491.46,0.00,0
44069.3,1291.00,-500.62,1.00,0.00,1.00,1
44069.3,1712.00,-1422.40,0.00,0.00,0.00,0
44069.3,1141.00,-0.36,0.00,0.00,0.00,0
44069.3,1442.00,-675.18,0.00,0.00,0.00,0
44069.3,1231.00,-502.84,0.00,311.72,0.00,0
44069.3,3003.00,-41.91,0.00,0.00,0.00,0
44069.3,1502.00,-1323.52,1.00,0.00,1.00,1
44069.3,2462.00,-2883.46,0.00,0.00,0.00,0
44069.3,1081.00,-577.20,0.87,0.00,0.87,1
44069.3,2042.00,-412.12,0.00,1175.26,0.00,0
44069.3,3003.00,-439.18,0.00,1414.37,0.00,0
44069.3,1892.00,-385.21,1.00,0.00,1.00,1
44069.3,2703.00,-625.39,0.00,369.39,0.00,0
44069.3,991.00,0.00,1.00,0.00,1.00,1
44781.9,3003.00,-66.52,0.00,1381.04,0.00,0
44781.9,1231.00,-28.35,0.19,0.00,0.20,0
44781.9,1892.00,-55.12,0.00,61.73,0.00,0
44781.9,1862.00,-28.40,0.30,0.00,0.30,0
44781.9,1231.00,-965.07,1.00,-2192.35,1.00,1
44781.9,2072.00,-62.80,0.00,824.01,0.00,0
44781.9,2102.00,-99.00,0.00,311.47,0.00,0
44781.9,2582.00,-551.88,0.00,1170.78,0.00,0
44781.9,391.00,0.00,0.51,0.00,0.51,1
44781.9,3003.00,-524.53,0.00,0.00,0.00,0
44781.9,2222.00,-691.53,0.79,0.00,0.79,1
44781.9,1712.00,-115.65,0.00,936.56,0.00,0
44781.9,901.00,-112.61,0.43,0.00,0.43,1
44781.9,1832.00,-508.96,0.00,1224.53,0.00,0
44781.9,2582.00,-40.21,0.00,2112.13,0.00,0
44781.9,3003.00,-729.75,0.02,0.00,0.01,0
44781.9,2793.00,-2302.21,0.09,0.00,0.09,0
44781.9,721.00,-486.00,0.19,0.00,0.20,0
44781.9,1201.00,-810.28,0.70,0.00,0.70,1
44781.9,2613.00,-328.67,0.00,1178.69,0.00,0
44781.9,361.00,-673.17,0.00,0.00,0.00,0
44781.9,3003.00,-151.85,0.00,2099.48,0.00,0
44781.9,541.00,-513.62,0.00,0.00,0.00,0
44781.9,1622.00,-40.13,0.00,1268.07,0.00,0
44781.9,1472.00,-1869.49,0.33,0.00,0.33,0
44781.9,2703.00,-1284.24,0.00,0.00,0.00,0
44781.9,2162.00,-194.16,0.00,1897.17,0.00,0
44781.9,2402.00,-2348.62,0.00,225.63,0.00,0
44781.9,3003.00,-407.71,0.00,356.68,0.00,0
44781.9,631.00,-370.27,0.52,0.00,0.51,1
44781.9,2703.00,-1743.64,0.67,0.00,0.67,1
44781.9,2643.00,-1705.93,0.00,0.00,0.00,0
44781.9,2913.00,-812.30,0.33,0.00,0.33,0
44781.9,3003.00,-111.91,0.00,0.00,0.00,0
44781.9,1532.00,0.00,0.00,0.00,0.00,0
44781.9,1982.00,-125.07,0.00,693.41,0.00,0
44781.9,451.00,-385.11,0.30,0.00,0.30,0
44781.9,871.00,-238.18,0.30,0.00,0.30,1
44781.9,3003.00,-109.83,0.00,2416.62,0.00,0
44781.9,1442.00,-146.76,0.00,1242.81,0.00,0
44781.9,2883.00,-2741.76,0.67,0.00,0.66,0
44781.9,451.00,-21.54,0.70,0.00,0.70,1
44781.9,1802.00,-1333.91,0.00,765.05,0.00,0
44781.9,3003.00,-0.01,0.00,0.00,0.00,0
44781.9,1712.00,-1153.69,0.57,0.00,0.57,1
44781.9,1802.00,-139.80,0.00,246.28,0.00,0
44781.9,1291.00,-1594.81,1.00,-271.79,1.00,1
44781.9,1712.00,-72.79,0.23,0.00,0.24,0
44781.9,1141.00,0.00,0.19,0.00,0.20,0
44781.9,1442.00,-143.49,0.00,368.76,0.00,0
44781.9,1231.00,-24.52,0.00,455.74,0.00,0
44781.9,3003.00,-29.50,0.00,2287.13,0.00,0
44781.9,1502.00,-2375.64,1.00,-577.82,1.00,1
44781.9,2462.00,-121.91,0.00,146.47,0.00,0
44781.9,1081.00,-204.20,0.70,0.00,0.70,1
44781.9,2042.00,-1220.44,0.00,237.46,0.00,0
44781.9,3003.00,-35.10,0.00,1548.62,0.00,0
44781.9,1892.00,-2991.04,1.00,-1084.07,1.00,1
44781.9,2703.00,-353.80,0.00,0.00,0.00,0
44781.9,991.00,0.00,1.00,0.00,1.00,1
46830.9,3003.00,-824.73,0.00,1012.68,0.00,0
46830.9,1231.00,-10.28,0.00,84.55,0.00,0
46830.9,1892.00,-120.25,0.00,308.53,0.00,0
46830.9,1862.00,-295.77,0.33,0.00,0.33,0
46830.9,1231.00,-1371.10,1.00,-1240.73,1.00,1
46830.9,2072.00,-1076.13,0.00,465.54,0.00,0
46830.9,2102.00,-937.65,0.00,143.88,0.00,0
46830.9,2582.00,-94.35,0.00,1038.85,0.00,0
46830.9,391.00,-15.13,0.67,0.00,0.67,1
46830.9,3003.00,-613.74,0.00,2640.42,0.00,0
46830.9,2222.00,-2.49,1.00,0.00,1.00,1
46830.9,1712.00,-0.23,0.00,1093.69,0.00,0
46830.9,901.00,-860.76,0.57,0.00,0.57,0
46830.9,1832.00,-855.17,0.00,1270.51,0.00,0
46830.9,2582.00,-616.45,0.00,1991.54,0.00,0
46830.9,3003.00,-144.51,0.00,282.56,0.00,0
46830.9,2793.00,-2685.55,0.50,0.00,0.50,1
46830.9,721.00,-117.78,0.00,0.00,0.00,0
46830.9,1201.00,-440.93,0.67,0.00,0.67,1
46830.9,2613.00,-2264.24,0.00,1576.76,0.00,0
46830.9,361.00,-28.60,0.00,0.00,0.00,0
46830.9,3003.00,-810.16,0.00,2624.04,0.00,0
46830.9,541.00,-0.78,0.00,483.35,0.00,0
46830.9,1622.00,-53.59,0.00,1162.67,0.00,0
46830.9,1472.00,-849.57,0.17,0.00,0.17,1
46830.9,2703.00,-2572.81,0.00,0.00,0.00,0
46830.9,2162.00,-680.10,0.00,1868.05,0.00,0
46830.9,2402.00,-2479.11,0.00,49.69,0.00,0
46830.9,3003.00,-1911.65,0.00,379.54,0.00,0
46830.9,631.00,-1144.54,0.74,0.00,0.74,1
46830.9,2703.00,-1457.57,0.83,0.00,0.83,0
46830.9,2643.00,-2445.12,0.00,0.00,0.00,0
46830.9,2913.00,-2233.33,0.17,0.00,0.17,1
46830.9,3003.00,-25.49,0.00,1281.92,0.00,0
46830.9,1532.00,-28.61,0.00,409.66,0.00,0
46830.9,1982.00,-74.88,0.00,802.11,0.00,0
46830.9,451.00,0.00,0.33,0.00,0.33,0
46830.9,871.00,-83.45,0.67,0.00,0.67,1
46830.9,3003.00,-18.87,0.00,2622.57,0.00,0
46830.9,1442.00,-21.08,0.00,1099.92,0.00,0
46830.9,2883.00,-3410.99,0.50,0.00,0.50,1
46830.9,451.00,-7.00,0.50,0.00,0.50,0
46830.9,1802.00,-216.65,0.00,1454.83,0.00,0
46830.9,3003.00,-1.52,0.00,0.00,0.00,0
46830.9,1712.00,-696.10,0.58,0.00,0.57,1
46830.9,1802.00,-89.35,0.00,145.31,0.00,0
46830.9,1291.00,-1728.35,1.00,-494.48,1.00,1
46830.9,1712.00,-1448.16,0.26,0.00,0.26,0
46830.9,1141.00,-31.25,0.00,0.00,0.00,0
46830.9,1442.00,-837.93,0.00,81.63,0.00,0
46830.9,1231.00,-1.52,0.16,0.00,0.17,0
46830.9,3003.00,-3.48,0.00,0.00,0.00,0
46830.9,1502.00,-1073.04,1.00,-22.95,1.00,1
46830.9,2462.00,-3134.81,0.00,476.15,0.00,0
46830.9,1081.00,-925.62,0.67,0.00,0.67,1
46830.9,2042.00,-2080.37,0.00,1006.86,0.00,0
46830.9,3003.00,-2303.06,0.00,575.92,0.00,0
46830.9,1892.00,-5174.45,1.00,-1305.47,1.00,1
46830.9,2703.00,-1495.14,0.00,0.00,0.00,0
46830.9,991.00,0.00,1.00,0.00,1.00,1
46441,601.00,-770.02,0.24,0.00,0.24,1
46441,247.00,-93.52,0.00,71.36,0.00,0
46441,379.00,-973.52,1.00,-85.81,1.00,1
46441,373.00,-1454.51,1.00,-877.49,1.00,1
46441,247.00,-1697.84,1.00,-1437.47,1.00,1
46441,415.00,-510.48,0.08,0.00,0.08,0
46441,421.00,-312.39,0.17,0.00,0.17,0
46441,517.00,-382.23,0.60,0.00,0.60,1
46441,79.00,-573.61,1.00,-337.46,1.00,1
46441,601.00,-621.64,0.00,168.68,0.00,0
46441,445.00,-2304.42,1.00,-1970.86,1.00,1
46441,343.00,0.00,0.93,0.00,0.93,1
46441,181.00,-20.16,0.60,0.00,0.61,1
46441,367.00,-158.71,0.74,0.00,0.74,1
46441,517.00,-472.88,0.00,125.13,0.00,0
46441,601.00,0.00,1.00,0.00,1.00,1
46441,559.00,-495.62,0.36,0.00,0.37,1
46441,145.00,-20.31,0.02,0.00,0.02,0
46441,241.00,-71.55,1.00,-3.51,1.00,1
46441,523.00,-303.88,0.00,0.00,0.00,0
46441,73.00,-1.59,0.85,0.00,0.85,1
46441,601.00,-232.40,0.00,273.51,0.00,0
46441,109.00,-0.13,0.00,104.74,0.00,0
46441,325.00,-4.15,0.00,0.00,0.00,0
46441,295.00,-216.73,0.17,0.00,0.17,0
46441,541.00,-30.87,0.06,0.00,0.06,0
46441,433.00,-648.24,0.00,58.21,0.00,0
46441,481.00,-525.91,0.80,0.00,0.80,1
46441,601.00,-2.65,1.00,0.00,1.00,1
46441,127.00,-120.38,1.00,0.00,1.00,1
46441,541.00,-615.81,1.00,-174.83,1.00,1
46441,529.00,-389.03,0.11,0.00,0.11,0
46441,583.00,-38.99,0.00,193.86,0.00,0
46441,601.00,-232.28,0.01,0.00,0.01,0
46441,307.00,-186.66,0.00,90.07,0.00,0
46441,397.00,-26.60,0.00,370.57,0.00,0
46441,91.00,-39.90,0.78,0.00,0.78,1
46441,175.00,-209.58,0.00,0.00,0.00,1
46441,601.00,-281.79,0.04,0.00,0.04,0
46441,289.00,-32.72,0.01,0.00,0.00,0
46441,577.00,-1623.71,1.00,-663.16,1.00,1
46441,91.00,-8.58,0.95,0.00,0.96,1
46441,361.00,-65.63,0.50,0.00,0.50,1
46441,601.00,-206.69,0.04,0.00,0.04,0
46441,343.00,-963.69,1.00,-617.89,1.00,1
46441,361.00,-260.20,1.00,-61.97,1.00,1
46441,259.00,-1289.85,1.00,-1810.51,1.00,1
46441,343.00,-145.35,1.00,-277.60,1.00,1
46441,229.00,-294.39,1.00,-102.34,1.00,1
46441,289.00,-178.83,0.83,0.00,0.83,1
46441,247.00,-1.68,0.06,0.00,0.06,0
46441,601.00,-516.19,0.03,0.00,0.03,0
46441,301.00,-5716.49,1.00,-4201.53,1.00,1
46441,493.00,-885.09,0.98,0.00,0.98,1
46441,217.00,-688.11,1.00,-401.00,1.00,1
46441,409.00,-418.15,0.15,0.00,0.14,0
46441,601.00,0.00,1.00,0.00,1.00,1
46441,379.00,-3940.06,1.00,-2934.17,1.00,1
46441,541.00,-759.58,0.03,0.00,0.04,0
46441,199.00,-212.39,0.98,0.00,0.97,1
47840.4,601.00,-103.09,0.21,0.00,0.21,0
47840.4,247.00,-8.63,0.00,29.63,0.00,0
47840.4,379.00,-154.06,1.00,-201.86,1.00,1
47840.4,373.00,-899.30,1.00,-996.15,1.00,1
47840.4,247.00,-1350.91,1.00,-1342.51,1.00,1
47840.4,415.00,-91.31,0.11,0.00,0.11,0
47840.4,421.00,-115.06,0.25,0.00,0.25,1
47840.4,517.00,-75.05,0.49,0.00,0.49,1
47840.4,79.00,-206.47,1.00,-342.82,1.00,1
47840.4,601.00,-206.40,0.00,540.08,0.00,0
47840.4,445.00,-1833.47,1.00,-2008.08,1.00,1
47840.4,343.00,0.00,0.94,0.00,0.94,1
47840.4,181.00,-13.16,1.00,-5.54,1.00,1
47840.4,367.00,-288.41,0.50,0.00,0.50,0
47840.4,517.00,-225.44,0.00,87.47,0.00,0
47840.4,601.00,0.00,1.00,0.00,1.00,1
47840.4,559.00,-1322.42,0.43,0.00,0.43,1
47840.4,145.00,-465.89,0.01,0.00,0.01,0
47840.4,241.00,-26.05,1.00,-19.58,1.00,1
47840.4,523.00,-1.52,0.02,0.00,0.02,0
47840.4,73.00,-77.81,0.24,0.00,0.24,1
47840.4,601.00,-200.22,0.00,336.50,0.00,0
47840.4,109.00,-0.31,0.00,98.95,0.00,0
47840.4,325.00,-18.70,0.00,53.00,0.00,0
47840.4,295.00,-593.08,0.41,0.00,0.41,1
47840.4,541.00,-37.54,0.02,0.00,0.02,0
47840.4,433.00,-499.05,0.00,73.25,0.00,0
47840.4,481.00,-667.28,0.54,0.00,0.54,1
47840.4,601.00,-277.44,1.00,0.00,1.00,1
47840.4,127.00,-165.25,1.00,-64.92,1.00,1
47840.4,541.00,-589.69,1.00,-117.47,1.00,1
47840.4,529.00,-414.45,0.42,0.00,0.43,1
47840.4,583.00,-74.99,0.00,0.00,0.00,0
47840.4,601.00,-99.26,0.03,0.00,0.04,0
47840.4,307.00,-349.31,0.00,31.05,0.00,0
47840.4,397.00,-0.39,0.00,375.40,0.00,0
47840.4,91.00,-350.37,0.56,0.00,0.56,1
47840.4,175.00,-312.91,0.01,0.00,0.00,0
47840.4,601.00,-1075.51,0.03,0.00,0.03,0
47840.4,289.00,-125.67,0.02,0.00,0.02,0
47840.4,577.00,-240.04,1.00,-465.19,1.00,1
47840.4,91.00,-17.53,0.94,0.00,0.94,1
47840.4,361.00,-71.83,0.33,0.00,0.33,0
47840.4,601.00,-579.24,0.18,0.00,0.18,0
47840.4,343.00,-1785.43,1.00,-902.97,1.00,1
47840.4,361.00,-1146.42,1.00,-390.48,1.00,1
47840.4,259.00,-3485.08,1.00,-2040.94,1.00,1
47840.4,343.00,-106.35,1.00,-110.17,1.00,1
47840.4,229.00,-382.27,1.00,-138.05,1.00,1
47840.4,289.00,-709.48,0.89,0.00,0.89,1
47840.4,247.00,-33.59,0.22,0.00,0.22,0
47840.4,601.00,-59.23,0.00,0.00,0.01,0
47840.4,301.00,-4696.87,1.00,-4406.87,1.00,1
47840.4,493.00,-1417.65,1.00,-130.47,1.00,1
47840.4,217.00,-587.68,1.00,-338.39,1.00,1
47840.4,409.00,-242.96,0.20,0.00,0.19,0
47840.4,601.00,0.00,1.00,0.00,1.00,1
47840.4,379.00,-3671.51,1.00,-2637.42,1.00,1
47840.4,541.00,-349.08,0.00,0.00,0.00,0
47840.4,199.00,-45.30,1.00,0.00,1.00,1
50948.6,601.00,-289.80,0.30,0.00,0.30,1
50948.6,247.00,-14.78,0.00,64.02,0.00,0
50948.6,379.00,-595.25,1.00,-357.64,1.00,1
